CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
10001,3.735303702663308,0.4553355715914607,4.5685062016165,0.0,4.5685062016165,0.0,0.166667,0.0,0.083333,0.0,0.0,1.0986122886681098,6.90875477931522,2.0178179682524,4.945277144710759,0.0,0.423035857164402
10002,8.07198906965229,0.43986925140809346,0.0,0.0,0.0,8.77089628414314,0.0,0.0,0.0,0.18350770820328607,1.6094379124341003,0.0,8.853808274977197,1.5072721150030455,6.978530763203816,0.16795227987766112,0.423035857164402
10003,7.82250436793527,0.423035857164402,6.651791487715673,6.651791487715673,0.0,0.0,1.0,0.423035857164402,0.0,0.0,0.0,2.5649493574615367,8.922791623969637,1.8562153161657269,6.442993546160168,0.0,0.423035857164402
10004,7.419183046623112,0.48284865644240416,7.313220387090301,7.313220387090301,0.0,5.331694196081131,0.083333,0.07417967636115719,0.0,0.07417967636115719,0.6931471805599453,0.6931471805599453,8.922791623969637,2.5521076039763875,5.747301459426504,0.0,0.423035857164402
10005,6.70773522569534,0.423035857164402,2.833213344056216,2.833213344056216,0.0,0.0,0.083333,0.07417967636115719,0.0,0.0,0.0,0.6931471805599453,7.0909098220799835,1.8426126658550386,5.5044825455607045,0.0,0.423035857164402
10006,7.5015398929484585,0.423035857164402,7.1961470995031585,0.0,7.1961470995031585,0.0,0.666667,0.0,0.583333,0.0,0.0,2.1972245773362196,7.496097345175956,1.7208257458163585,7.786653975212626,0.0,0.423035857164402
10007,6.442955376434953,0.423035857164402,8.866724077232586,8.764620296057728,6.535792642927974,0.0,1.0,0.423035857164402,1.0,0.0,0.0,4.174387269895637,9.510519035757246,1.4053805323449768,5.293635895542641,0.423035857164402,0.423035857164402
10008,7.509144970103254,0.423035857164402,6.080390756302384,0.0,6.080390756302384,0.0,1.0,0.0,1.0,0.0,0.0,2.5649493574615367,7.741099090035366,1.8424424516233808,6.278585193239496,0.0,0.423035857164402
10009,6.92355625642517,0.423035857164402,6.759823554635403,6.496005463406834,5.303304908059076,0.0,0.333333,0.07417967636115719,0.25,0.0,0.0,1.791759469228055,8.853808274977197,1.8403081841020592,5.7460862795529755,0.0,0.423035857164402
10010,5.031913792542936,0.49516553982801986,7.156644546714762,7.156644546714762,0.0,0.0,0.166667,0.13397565045602133,0.0,0.0,0.0,1.3862943611198906,9.305741456739435,1.7531896157641498,4.618108740719055,0.0,0.423035857164402
10011,7.16559002295018,0.423035857164402,6.8255903209275,0.0,6.8255903209275,0.0,1.0,0.0,1.0,0.0,0.0,2.5649493574615367,7.0909098220799835,1.7656607965970486,7.684185035477527,0.0,0.423035857164402
10012,6.448564569245062,0.4553355715914607,7.308663352897687,7.308663352897687,0.0,0.0,0.25,0.18350770820328607,0.0,0.0,0.0,1.9459101490553132,7.601402334583733,1.8363556850510898,5.053369500772936,0.0,0.423035857164402
10013,7.325101934452095,0.423035857164402,8.076822924739153,7.824537889863976,6.577527505058253,0.0,1.0,0.18350770820328607,0.916667,0.0,0.0,3.295836866004329,8.006700845440367,1.8597098803057015,6.196865654011144,0.18350770820328607,0.423035857164402
10014,6.827296968040859,0.423035857164402,7.668060982974215,6.042537817291983,7.44948055322358,0.0,0.75,0.13397565045602133,0.75,0.0,0.0,3.295836866004329,8.922791623969637,1.6903588903992455,5.5299765011453,0.07417967636115719,0.423035857164402
10015,7.927963670337596,0.423035857164402,0.0,0.0,0.0,5.851660350090109,0.0,0.0,0.0,0.07417967636115719,0.6931471805599453,0.0,8.006700845440367,1.8150262190225852,6.898677062386753,0.0,0.423035857164402
10016,8.83742181644191,0.423035857164402,7.38566507198647,0.0,7.38566507198647,7.741746975288393,0.5,0.0,0.5,0.13397565045602133,1.6094379124341003,2.4849066497880004,8.987321812850125,1.6555590559155227,7.654872750325277,0.0,0.423035857164402
10017,7.636787979616954,0.44581901499223425,0.0,0.0,0.0,7.932101784121888,0.0,0.0,0.0,0.18350770820328607,1.3862943611198906,0.0,8.006700845440367,1.9257627853985282,5.933781489490081,0.0,0.7063950542796786
10018,3.739798042057795,0.506667212625652,6.253828811575473,0.0,6.253828811575473,0.0,0.416667,0.0,0.333333,0.0,0.0,2.1972245773362196,7.824445930877619,1.9865786271344092,4.306807558934665,0.18350770820328607,0.423035857164402
10019,7.59592621253726,0.423035857164402,6.225251258520672,5.117993812416755,5.827032023149767,0.0,0.666667,0.07417967636115719,0.583333,0.0,0.0,2.302585092994046,9.472781556562168,1.6832416245033004,6.614207228607001,0.0,0.423035857164402
10020,8.182830589190715,0.423035857164402,5.990564141864818,0.0,5.990564141864818,0.0,1.0,0.0,1.0,0.0,0.0,2.5649493574615367,8.294299608857235,1.7703395285005463,9.430804286668868,0.0,0.423035857164402
10021,7.609705937961825,0.423035857164402,5.179984179586172,0.0,5.179984179586172,0.0,0.666667,0.0,0.666667,0.0,0.0,2.1972245773362196,7.601402334583733,2.0044717764739923,9.514753982813254,0.0,0.423035857164402
10022,8.75943815450699,0.423035857164402,8.757933016248602,8.684577067845966,6.111267763047603,5.438202105731185,1.0,0.4062191108297221,1.0,0.2254158196813358,1.9459101490553132,4.532599493153256,9.328212292571072,1.6476007506353707,7.415039685031398,0.0,0.423035857164402
10023,4.892919056208852,0.48284865644240416,6.705516688347823,0.0,6.705516688347823,0.0,1.0,0.0,1.0,0.0,0.0,2.8903717578961645,7.496097345175956,1.6228359083633668,4.469688939347446,0.0,0.423035857164402
10024,8.24305929376845,0.4553355715914607,8.354521309045298,8.147739807003912,6.67807792881693,8.984119042407901,1.0,0.07417967636115719,0.916667,0.2254158196813358,2.6390573296152584,2.6390573296152584,9.105090961257085,1.302146243851334,7.262927662141595,0.0,0.423035857164402
10025,8.588503336828897,0.423035857164402,0.0,0.0,0.0,6.684549054454003,0.0,0.0,0.0,0.23913121878841478,1.6094379124341003,0.0,8.699681400989514,1.7179499081920453,7.413369070916895,0.0,0.5546183566222742
10026,5.140386009793119,0.423035857164402,5.992963423231718,0.0,5.992963423231718,0.0,1.0,0.0,1.0,0.0,0.0,2.5649493574615367,8.006700845440367,2.0092108269374265,5.099900183352035,0.0,0.423035857164402
10027,7.388307599631616,0.423035857164402,4.634728988229636,4.634728988229636,0.0,5.504682890648139,0.166667,0.13397565045602133,0.0,0.18350770820328607,1.791759469228055,1.0986122886681098,7.438971592395862,1.7986654709460266,6.879544273324582,0.0,0.423035857164402
10028,4.841781178834473,0.423035857164402,5.456516981221582,0.0,5.456516981221582,0.0,1.0,0.0,1.0,0.0,0.0,2.5649493574615367,6.90875477931522,2.013952380559062,5.110473503852051,0.0,0.423035857164402
10029,8.87540796129427,0.423035857164402,5.961134197300148,5.325689313343887,5.212214667494625,7.7129558941159795,0.666667,0.13397565045602133,0.416667,0.38786517314028085,2.833213344056216,2.1972245773362196,9.259225769705994,1.6965026636656235,7.408440468896529,0.0,0.423035857164402
10030,3.1382508477086843,0.423035857164402,4.61512051684126,0.0,4.61512051684126,0.0,0.416667,0.0,0.416667,0.0,0.0,1.791759469228055,8.839421607620602,2.0474299369721813,5.079442454117678,0.0,0.423035857164402
10031,9.40403204003681,0.423035857164402,8.019287083467484,6.921855403360919,7.613724899561967,8.066076727735902,1.0,0.13397565045602133,1.0,0.2929444163535657,2.3978952727983707,4.174387269895637,9.472781556562168,1.5004830436932064,8.099558846593096,0.0,0.423035857164402
10032,7.05899314124371,0.423035857164402,7.206903859042666,5.993961427306569,6.855103167083238,5.175108258224256,1.0,0.07417967636115719,1.0,0.13397565045602133,1.0986122886681098,3.828641396489095,8.699681400989514,1.8503083514602374,5.5523741073615245,0.0,0.423035857164402
10033,8.81489832435355,0.423035857164402,5.786743995370548,5.786743995370548,0.0,7.08215701747797,0.083333,0.07417967636115719,0.0,0.13397565045602133,1.3862943611198906,1.3862943611198906,9.259225769705994,1.6833191570539954,7.82713936789029,0.0,0.423035857164402
10034,4.841509907585915,0.423035857164402,6.458009075556836,6.458009075556836,0.0,0.0,0.916667,0.4062191108297221,0.0,0.0,0.0,2.4849066497880004,7.0909098220799835,1.9144682870673493,5.2847349669616435,0.209439164181332,0.423035857164402
10035,8.16567680947387,0.4696129623090829,6.30678610536318,0.0,6.30678610536318,0.0,1.0,0.0,1.0,0.0,0.0,2.70805020110221,9.305741456739435,1.3241123349487782,9.790518068068778,0.0,0.423035857164402
10036,7.412975691461382,0.423035857164402,0.0,0.0,0.0,4.6078103676392335,0.0,0.0,0.0,0.07417967636115719,0.6931471805599453,0.0,7.496097345175956,1.9414822694875615,6.454521149985232,0.0,0.423035857164402
10037,8.913022280658046,0.423035857164402,0.0,0.0,0.0,9.090923194512087,0.0,0.0,0.0,0.36187726180490676,2.4849066497880004,0.0,9.105090961257085,1.6925435745485091,7.594805716113981,0.0,0.5546183566222742
10038,8.306096985533877,0.423035857164402,7.775506815191631,7.404382581948235,6.605811997178087,7.43759551434736,0.75,0.2929444163535657,0.75,0.2254158196813358,2.0794415416798357,3.7376696182833684,8.517393171418904,1.6946290330082405,7.340927381943288,0.0,0.423035857164402
10039,8.743598321036485,0.423035857164402,5.3230099791384085,5.3230099791384085,0.0,7.981630740265749,0.083333,0.07417967636115719,0.0,0.2254158196813358,2.5649493574615367,1.0986122886681098,9.105090961257085,1.7427061040112861,7.625794485906742,0.0,0.423035857164402
10040,7.253188835622875,0.506667212625652,6.871340226280088,6.871340226280088,0.0,8.728212804225999,0.083333,0.07417967636115719,0.0,0.2254158196813358,1.9459101490553132,1.9459101490553132,8.922791623969637,1.0739915722056927,6.580568378887042,0.2254158196813358,0.423035857164402
10041,6.4989563348130215,0.4696129623090829,0.0,0.0,0.0,8.050085822835518,0.0,0.0,0.0,0.18350770820328607,1.3862943611198906,0.0,7.496097345175956,1.5697245819384589,5.650147651555028,0.13397565045602133,0.423035857164402
10043,6.666816530684591,0.43986925140809346,7.331446609113647,6.668609370190421,6.608391911756496,7.691391768051934,0.583333,0.26147901053485817,0.333333,0.18350770820328607,2.4849066497880004,3.332204510175204,8.006700845440367,1.739173106707722,5.897545922641265,0.09546603111762376,0.423035857164402
10044,8.320134161099263,0.423035857164402,5.322131544647291,5.322131544647291,0.0,0.0,0.083333,0.07417967636115719,0.0,0.0,0.0,0.6931471805599453,8.412054873292933,1.8027760141135718,7.4967993979574,0.0,0.423035857164402
10045,7.216520318304293,0.423035857164402,0.0,0.0,0.0,7.3015438765324925,0.0,0.0,0.0,0.07417967636115719,0.6931471805599453,0.0,7.313886831633462,1.9309143174488372,5.7756507455504975,0.0,0.423035857164402
10046,8.578654280990072,0.423035857164402,7.330693505801399,6.154433375386121,6.962849341291709,0.0,1.0,0.2254158196813358,1.0,0.0,0.0,3.044522437723423,9.04793908261736,1.716992307492048,7.185171022558634,0.0,0.423035857164402
10047,7.715708484295577,0.423035857164402,6.082218910376446,4.584967478670572,5.831882477283517,5.223856135082514,0.333333,0.07417967636115719,0.333333,0.13397565045602133,1.0986122886681098,1.791759469228055,7.783640596221253,2.5521076039763875,5.747301459426504,0.0,0.423035857164402
10048,6.1642557275430345,0.5010124761517165,4.707185111394821,0.0,4.707185111394821,6.92230841846234,0.375,0.0,0.25,0.10557305514237522,0.6931471805599453,1.3862943611198906,7.438971592395862,2.0357379704449134,4.99856130935223,0.0,0.7063950542796786
10049,8.271576816437468,0.423035857164402,0.0,0.0,0.0,7.591797737565931,0.0,0.0,0.0,0.2929444163535657,2.0794415416798357,0.0,8.343077871169383,2.5521076039763875,5.747301459426504,0.0,0.423035857164402
10050,5.441842562471876,0.423035857164402,7.77971787700675,7.24703072579297,6.896360605568251,0.0,1.0,0.34547190674817485,1.0,0.0,0.0,4.477336814478207,8.101980731853192,1.607888085908491,5.1742146694558455,0.4062191108297221,0.423035857164402
10051,6.762509636519377,0.423035857164402,6.2314652154886145,6.2314652154886145,0.0,6.545489246856135,0.166667,0.13397565045602133,0.0,0.07417967636115719,1.0986122886681098,1.3862943611198906,8.294299608857235,1.8649983340377938,5.661044475632165,0.07417967636115719,0.423035857164402
10052,8.50356714851695,0.423035857164402,6.805080043618763,6.4724544803023925,5.546543698229709,9.051537894261187,0.625,0.24409033490030224,0.25,0.3972488247944805,3.6375861597263857,2.302585092994046,9.392745258631441,1.3435803854624797,6.921082042868441,0.0,0.7063950542796786
10053,6.98461313423923,0.423035857164402,8.042008161870061,7.706495948059624,6.787968988149286,0.0,0.666667,0.3207172893875226,0.5,0.0,0.0,2.9444389791664403,7.824445930877619,1.7208550465325039,7.187994674045495,0.0,0.423035857164402
10054,7.356714711115268,0.423035857164402,0.0,0.0,0.0,5.775666250117309,0.0,0.0,0.0,0.18350770820328607,1.3862943611198906,0.0,8.160803920954665,1.8394929968315887,6.3672981411811636,0.0,0.423035857164402
10055,6.143486153494597,0.4434175296381904,7.590963228627309,7.590963228627309,0.0,7.591995663032507,0.666667,0.34547190674817485,0.0,0.09546603111762376,0.6931471805599453,2.4849066497880004,8.006700845440367,1.5668243348019228,4.893697583551904,0.15484751696677027,0.6725029670790563
10056,2.0360794749475026,0.48284865644240416,5.739792912179234,0.0,5.739792912179234,0.0,0.666667,0.0,0.666667,0.0,0.0,2.1972245773362196,6.90875477931522,1.916717152174561,5.747301459426504,0.0,0.423035857164402
10057,7.180066815653793,0.423035857164402,7.158436173289435,7.158436173289435,0.0,0.0,0.25,0.18350770820328607,0.0,0.0,0.0,1.9459101490553132,8.699681400989514,2.5521076039763875,5.747301459426504,0.0,0.423035857164402
10058,8.195945551115749,0.423035857164402,5.750252489041052,5.750252489041052,0.0,6.506484476961441,0.25,0.18350770820328607,0.0,0.26147901053485817,1.791759469228055,1.6094379124341003,8.294299608857235,2.5521076039763875,5.747301459426504,0.0,0.423035857164402
10059,7.777931129105488,0.423035857164402,8.55998827810926,8.474304479372497,6.06269158764624,0.0,0.916667,0.4062191108297221,0.5,0.0,0.0,3.7612001156935624,8.922791623969637,1.4325731942548015,7.179700330020578,0.07417967636115719,0.423035857164402
10060,8.287059960355426,0.423035857164402,0.0,0.0,0.0,5.418654989798585,0.0,0.0,0.0,0.14365224831026877,1.3862943611198906,0.0,8.294299608857235,1.8234232345882633,7.3785162732295815,0.0,0.5546183566222742
10061,8.611576407176658,0.423035857164402,5.438079308923196,0.0,5.438079308923196,6.878935275721404,0.416667,0.0,0.333333,0.2254158196813358,1.6094379124341003,1.9459101490553132,8.699681400989514,1.6446011107902703,7.547515485462326,0.0,0.423035857164402
10062,7.539087709835567,0.4696129623090829,4.736198448394496,4.736198448394496,0.0,0.0,0.166667,0.13397565045602133,0.0,0.0,0.0,1.0986122886681098,8.77971129020447,1.5412784759652487,6.308291202529203,0.0,0.423035857164402
10063,7.350383665303308,0.423035857164402,4.207673247529104,4.207673247529104,0.0,0.0,0.083333,0.07417967636115719,0.0,0.0,0.0,0.6931471805599453,7.3783837129967145,1.947034899930633,6.731275434910505,0.0,0.423035857164402
10064,6.6977537147139135,0.43986925140809346,0.0,0.0,0.0,8.248181724327607,0.0,0.0,0.0,0.3085037994139834,2.0794415416798357,0.0,8.33110454805304,1.4931031790558815,5.491601064749435,0.08013377844951257,0.5546183566222742
10065,2.0983069652318713,0.5460990782682444,6.734591659972948,6.734591659972948,0.0,0.0,0.083333,0.07417967636115719,0.0,0.0,0.0,0.6931471805599453,7.3783837129967145,2.5521076039763875,5.747301459426504,0.0,0.423035857164402
10067,7.562622442395542,0.423035857164402,7.54361227231452,0.0,7.54361227231452,7.382092859951851,1.0,0.0,1.0,0.07417967636115719,1.6094379124341003,4.127134385045092,7.523481312573497,1.5306114312987953,8.091932469749297,0.07417967636115719,0.423035857164402
10068,7.472534847055442,0.423035857164402,6.024246305382325,5.787541345756266,4.478699521934143,0.0,0.583333,0.2254158196813358,0.166667,0.0,0.0,2.4849066497880004,7.496097345175956,1.820803198696232,6.801177849852037,0.0,0.423035857164402
10069,6.698079941478827,0.44581901499223425,0.0,0.0,0.0,6.812811001027565,0.0,0.0,0.0,0.10557305514237522,0.6931471805599453,0.0,7.313886831633462,2.059644805508087,5.195245856893709,0.0,0.7063950542796786
10070,7.363472991848201,0.423035857164402,0.0,0.0,0.0,5.950404365369237,0.0,0.0,0.0,0.26147901053485817,1.9459101490553132,0.0,7.824445930877619,1.8780387185271115,5.868968621963989,0.0,0.423035857164402
